userid,tittle,grade
173,"奧利奥 奥利奥 夹心饼干(巧克力味)",2
271,"奧利奥 奥利奥 夹心饼干(巧克力味)",4
6,"奧利奥 奥利奥 夹心饼干(巧克力味)",5
261,"奧利奥 奥利奥 夹心饼干(巧克力味)",2
222,"奧利奥 奥利奥 夹心饼干(巧克力味)",2
260,"奧利奥 奥利奥 夹心饼干(巧克力味)",5
187,"奧利奥 奥利奥 夹心饼干(巧克力味)",0
24,"奧利奥 奥利奥 夹心饼干(巧克力味)",5
185,"奧利奥 奥利奥 夹心饼干(巧克力味)",3
79,"奧利奥 奥利奥 夹心饼干(巧克力味)",3
13,"奧利奥 奥利奥 夹心饼干(巧克力味)",1
291,"奧利奥 奥利奥 夹心饼干(巧克力味)",5
218,"奧利奥 奥利奥 夹心饼干(巧克力味)",1
202,"奧利奥 奥利奥 夹心饼干(巧克力味)",2
21,"奧利奥 奥利奥 夹心饼干(巧克力味)",2
81,"奧利奥 奥利奥 夹心饼干(巧克力味)",3
171,"奧利奥 奥利奥 夹心饼干(巧克力味)",1
151,"奧利奥 奥利奥 夹心饼干(巧克力味)",0
194,"奧利奥 奥利奥 夹心饼干(巧克力味)",0
59,"奧利奥 奥利奥 夹心饼干(巧克力味)",0
140,"奧利奥 奥利奥 夹心饼干(巧克力味)",3
4,"奧利奥 奥利奥 夹心饼干(巧克力味)",4
42,"奧利奥 奥利奥 夹心饼干(巧克力味)",5
223,"虾仁炒饭",2
195,"虾仁炒饭",1
78,"虾仁炒饭",4
134,"虾仁炒饭",4
235,"虾仁炒饭",0
267,"虾仁炒饭",1
120,"虾仁炒饭",4
180,"虾仁炒饭",4
145,"虾仁炒饭",3
221,"虾仁炒饭",3
88,"虾仁炒饭",1
246,"虾仁炒饭",2
136,"虾仁炒饭",3
229,"虾仁炒饭",0
80,"虾仁炒饭",3
138,"虾仁炒饭",4
236,"虾仁炒饭",0
59,"虾仁炒饭",4
14,"虾仁炒饭",5
276,"虾仁炒饭",3
200,"黑森林 蛋糕",3
293,"黑森林 蛋糕",5
57,"黑森林 蛋糕",3
226,"黑森林 蛋糕",5
294,"黑森林 蛋糕",2
123,"黑森林 蛋糕",3
119,"黑森林 蛋糕",4
61,"黑森林 蛋糕",5
153,"黑森林 蛋糕",3
104,"黑森林 蛋糕",5
204,"黑森林 蛋糕",3
264,"黑森林 蛋糕",5
186,"黑森林 蛋糕",5
168,"黑森林 蛋糕",3
283,"黑森林 蛋糕",0
65,"黑森林 蛋糕",2
175,"黑森林 蛋糕",1
88,"黑森林 蛋糕",3
182,"黑森林 蛋糕",3
170,"黑森林 蛋糕",1
245,"黑森林 蛋糕",4
25,"黑森林 蛋糕",4
286,"黑森林 蛋糕",3
167,"麦当劳 菠萝派",0
213,"麦当劳 菠萝派",0
228,"麦当劳 菠萝派",3
121,"麦当劳 菠萝派",2
23,"麦当劳 菠萝派",3
12,"麦当劳 菠萝派",3
181,"麦当劳 菠萝派",4
107,"麦当劳 菠萝派",3
17,"麦当劳 菠萝派",0
33,"麦当劳 菠萝派",3
239,"麦当劳 菠萝派",2
64,"麦当劳 菠萝派",2
117,"麦当劳 菠萝派",5
158,"麦当劳 菠萝派",3
276,"麦当劳 菠萝派",5
4,"麦当劳 菠萝派",2
123,"麦当劳 菠萝派",5
184,"麦当劳 菠萝派",0
185,"麦当劳 菠萝派",3
238,"麦当劳 菠萝派",0
165,"麦当劳 菠萝派",4
231,"麦当劳 菠萝派",5
22,"麦当劳 菠萝派",3
285,"麦当劳 菠萝派",0
227,"麦当劳 菠萝派",2
147,"麦当劳 菠萝派",5
59,"麦当劳 菠萝派",1
128,"麦当劳 菠萝派",2
63,"麦当劳 菠萝派",4
245,"麦当劳 菠萝派",1
66,"麦当劳 菠萝派",5
146,"麦当劳 菠萝派",3
136,"麦当劳 菠萝派",1
49,"麦当劳 菠萝派",5
197,"麦当劳 菠萝派",1
199,"麦当劳 菠萝派",5
143,"麦当劳 菠萝派",0
124,"麦当劳 菠萝派",4
27,"麦当劳 菠萝派",2
46,"麦当劳 菠萝派",0
126,"麦当劳 菠萝派",4
8,"麦当劳 菠萝派",5
264,"麦当劳 菠萝派",2
87,"麦当劳 菠萝派",4
168,"麦当劳 菠萝派",5
106,"麦当劳 菠萝派",1
289,"麦当劳 菠萝派",3
133,"麦当劳 菠萝派",2
174,"麦当劳 菠萝派",2
216,"麦当劳 菠萝派",1
49,"太平 椒盐味梳打饼干",1
256,"太平 椒盐味梳打饼干",3
125,"太平 椒盐味梳打饼干",5
128,"太平 椒盐味梳打饼干",2
134,"太平 椒盐味梳打饼干",2
228,"太平 椒盐味梳打饼干",2
37,"太平 椒盐味梳打饼干",4
119,"太平 椒盐味梳打饼干",0
129,"太平 椒盐味梳打饼干",4
297,"太平 椒盐味梳打饼干",4
139,"太平 椒盐味梳打饼干",2
243,"太平 椒盐味梳打饼干",5
239,"太平 椒盐味梳打饼干",0
170,"太平 椒盐味梳打饼干",2
176,"太平 椒盐味梳打饼干",4
148,"太平 椒盐味梳打饼干",5
288,"太平 椒盐味梳打饼干",3
4,"太平 椒盐味梳打饼干",5
45,"太平 椒盐味梳打饼干",0
111,"太平 椒盐味梳打饼干",5
38,"太平 椒盐味梳打饼干",2
265,"好吃点 高纤粗粮饼",0
80,"好吃点 高纤粗粮饼",4
259,"好吃点 高纤粗粮饼",5
87,"好吃点 高纤粗粮饼",5
202,"好吃点 高纤粗粮饼",4
179,"奶油",0
104,"奶油",3
212,"奶油",4
115,"奶油",3
58,"奶油",1
201,"奶油",4
9,"奶油",0
109,"奶油",3
44,"奶油",4
241,"奶油",1
215,"奶油",5
87,"奶油",0
186,"奶油",4
11,"奶油",1
260,"奶油",2
295,"奶油",0
240,"奶油",3
128,"奶油",5
191,"奶油",1
188,"奶油",5
136,"猫耳王 猫耳朵",3
164,"猫耳王 猫耳朵",3
88,"猫耳王 猫耳朵",3
91,"猫耳王 猫耳朵",5
280,"猫耳王 猫耳朵",4
225,"猫耳王 猫耳朵",0
105,"猫耳王 猫耳朵",4
157,"猫耳王 猫耳朵",0
110,"猫耳王 猫耳朵",1
39,"猫耳王 猫耳朵",5
57,"猫耳王 猫耳朵",3
8,"猫耳王 猫耳朵",0
66,"猫耳王 猫耳朵",4
200,"猫耳王 猫耳朵",5
173,"猫耳王 猫耳朵",0
249,"猫耳王 猫耳朵",4
9,"猫耳王 猫耳朵",2
278,"猫耳王 猫耳朵",0
139,"猫耳王 猫耳朵",3
98,"猫耳王 猫耳朵",1
122,"猫耳王 猫耳朵",4
270,"猫耳王 猫耳朵",3
156,"猫耳王 猫耳朵",4
47,"猫耳王 猫耳朵",2
149,"猫耳王 猫耳朵",3
49,"猫耳王 猫耳朵",3
109,"猫耳王 猫耳朵",5
13,"猫耳王 猫耳朵",2
55,"猫耳王 猫耳朵",4
134,"猫耳王 猫耳朵",4
128,"猫耳王 猫耳朵",5
271,"猫耳王 猫耳朵",1
56,"猫耳王 猫耳朵",2
204,"猫耳王 猫耳朵",5
151,"猫耳王 猫耳朵",5
299,"猫耳王 猫耳朵",0
129,"猫耳王 猫耳朵",5
255,"猫耳王 猫耳朵",1
148,"猫耳王 猫耳朵",1
90,"棉花糖",2
102,"棉花糖",1
214,"棉花糖",1
119,"棉花糖",4
247,"棉花糖",4
48,"棉花糖",5
242,"棉花糖",5
7,"棉花糖",2
17,"棉花糖",3
272,"棉花糖",0
167,"棉花糖",1
62,"棉花糖",5
155,"棉花糖",0
160,"棉花糖",1
239,"棉花糖",2
195,"棉花糖",2
150,"棉花糖",5
24,"棉花糖",4
32,"棉花糖",4
211,"棉花糖",0
240,"棉花糖",3
151,"棉花糖",3
110,"棉花糖",5
79,"棉花糖",0
127,"棉花糖",3
197,"棉花糖",5
176,"棉花糖",0
280,"棉花糖",5
73,"棉花糖",5
61,"棉花糖",4
294,"棉花糖",3
96,"棉花糖",5
246,"棉花糖",0
84,"棉花糖",0
9,"棉花糖",5
172,"棉花糖",2
63,"棉花糖",5
146,"棉花糖",0
15,"棉花糖",4
188,"棉花糖",3
284,"棉花糖",4
21,"OATLY 咖啡大师燕麦饮(谷物饮料)",2
22,"OATLY 咖啡大师燕麦饮(谷物饮料)",3
249,"OATLY 咖啡大师燕麦饮(谷物饮料)",4
164,"OATLY 咖啡大师燕麦饮(谷物饮料)",4
32,"OATLY 咖啡大师燕麦饮(谷物饮料)",4
56,"蚕豆(炸)",5
119,"蚕豆(炸)",0
22,"蚕豆(炸)",5
294,"蚕豆(炸)",3
41,"蚕豆(炸)",1
2,"蚕豆(炸)",0
14,"蚕豆(炸)",2
90,"蚕豆(炸)",5
67,"蚕豆(炸)",1
270,"蚕豆(炸)",1
8,"蚕豆(炸)",5
57,"蚕豆(炸)",0
218,"蚕豆(炸)",4
265,"蚕豆(炸)",5
24,"蚕豆(炸)",4
191,"蚕豆(炸)",1
297,"蚕豆(炸)",5
80,"蚕豆(炸)",5
185,"蛋糕(水果)",0
296,"蛋糕(水果)",1
162,"蛋糕(水果)",2
193,"蛋糕(水果)",3
72,"蛋糕(水果)",3
58,"蛋糕(水果)",5
132,"蛋糕(水果)",0
161,"蛋糕(水果)",5
206,"蛋糕(水果)",4
221,"蛋糕(水果)",4
1,"蛋糕(水果)",3
143,"蛋糕(水果)",3
272,"蛋糕(水果)",3
196,"蛋糕(水果)",5
88,"蛋糕(水果)",4
60,"蛋糕(水果)",5
78,"蛋糕(水果)",4
86,"蛋糕(水果)",0
270,"蛋糕(水果)",0
191,"蛋糕(水果)",4
79,"蛋糕(水果)",2
174,"蛋糕(水果)",2
6,"蛋糕(水果)",1
177,"蛋糕(水果)",2
271,"蛋糕(水果)",5
133,"蛋糕(水果)",3
165,"饼干(苏打夹心)",5
18,"饼干(苏打夹心)",3
128,"饼干(苏打夹心)",1
203,"饼干(苏打夹心)",4
4,"饼干(苏打夹心)",1
100,"饼干(苏打夹心)",2
107,"饼干(苏打夹心)",0
34,"饼干(苏打夹心)",4
246,"饼干(苏打夹心)",5
15,"饼干(苏打夹心)",0
137,"饼干(苏打夹心)",1
194,"饼干(苏打夹心)",3
24,"饼干(苏打夹心)",4
6,"饼干(苏打夹心)",2
29,"饼干(苏打夹心)",4
45,"饼干(苏打夹心)",3
89,"饼干(苏打夹心)",5
68,"饼干(苏打夹心)",5
48,"饼干(苏打夹心)",0
211,"饼干(苏打夹心)",4
47,"饼干(苏打夹心)",0
121,"饼干(苏打夹心)",5
271,"饼干(苏打夹心)",3
177,"饼干(苏打夹心)",5
19,"饼干(苏打夹心)",3
183,"饼干(苏打夹心)",5
60,"饼干(苏打夹心)",2
227,"饼干(苏打夹心)",3
39,"饼干(苏打夹心)",1
66,"饼干(苏打夹心)",5
109,"旺旺 仙贝",3
279,"旺旺 仙贝",2
44,"旺旺 仙贝",4
272,"旺旺 仙贝",0
35,"旺旺 仙贝",3
59,"旺旺 仙贝",5
288,"旺旺 仙贝",1
195,"旺旺 仙贝",4
128,"旺旺 仙贝",1
155,"旺旺 仙贝",2
207,"旺旺 仙贝",1
36,"旺旺 仙贝",2
118,"旺旺 仙贝",4
13,"旺旺 仙贝",1
236,"旺旺 仙贝",3
114,"旺旺 仙贝",4
197,"旺旺 仙贝",2
75,"旺旺 仙贝",1
257,"旺旺 仙贝",3
53,"旺旺 仙贝",4
129,"旺旺 仙贝",2
94,"旺旺 仙贝",1
98,"旺旺 仙贝",0
264,"旺旺 仙贝",0
50,"旺旺 仙贝",5
239,"旺旺 仙贝",2
84,"旺旺 仙贝",0
79,"旺旺 仙贝",0
185,"德芙 牛奶巧克力",3
197,"德芙 牛奶巧克力",4
299,"德芙 牛奶巧克力",4
177,"德芙 牛奶巧克力",3
134,"德芙 牛奶巧克力",3
47,"德芙 牛奶巧克力",0
248,"德芙 牛奶巧克力",2
233,"德芙 牛奶巧克力",1
226,"德芙 牛奶巧克力",5
144,"德芙 牛奶巧克力",3
171,"德芙 牛奶巧克力",5
5,"德芙 牛奶巧克力",2
111,"德芙 牛奶巧克力",1
123,"德芙 牛奶巧克力",1
198,"德芙 牛奶巧克力",1
232,"德芙 牛奶巧克力",3
131,"德芙 牛奶巧克力",1
93,"德芙 牛奶巧克力",2
136,"德芙 牛奶巧克力",2
179,"德芙 牛奶巧克力",3
20,"德芙 牛奶巧克力",0
182,"德芙 牛奶巧克力",3
113,"德芙 牛奶巧克力",1
138,"德芙 牛奶巧克力",4
70,"德芙 牛奶巧克力",5
1,"德芙 牛奶巧克力",2
30,"德芙 牛奶巧克力",5
180,"大白兔 奶糖",2
159,"大白兔 奶糖",1
270,"大白兔 奶糖",0
151,"大白兔 奶糖",4
250,"大白兔 奶糖",5
241,"大白兔 奶糖",4
137,"大白兔 奶糖",3
211,"大白兔 奶糖",1
110,"大白兔 奶糖",0
134,"大白兔 奶糖",5
22,"大白兔 奶糖",0
36,"士力架 巧克力",3
216,"士力架 巧克力",0
86,"士力架 巧克力",2
219,"士力架 巧克力",1
207,"士力架 巧克力",4
83,"士力架 巧克力",0
33,"士力架 巧克力",4
62,"士力架 巧克力",1
144,"士力架 巧克力",0
18,"士力架 巧克力",5
119,"士力架 巧克力",1
222,"士力架 巧克力",1
236,"士力架 巧克力",3
135,"士力架 巧克力",4
295,"士力架 巧克力",4
178,"士力架 巧克力",1
41,"士力架 巧克力",2
46,"士力架 巧克力",1
233,"士力架 巧克力",0
253,"士力架 巧克力",4
81,"冰淇淋(草莓圣代)",0
10,"冰淇淋(草莓圣代)",1
2,"冰淇淋(草莓圣代)",5
271,"冰淇淋(草莓圣代)",4
193,"冰淇淋(草莓圣代)",4
179,"冰淇淋(草莓圣代)",2
93,"冰淇淋(草莓圣代)",3
242,"冰淇淋(草莓圣代)",2
276,"冰淇淋(草莓圣代)",2
237,"冰淇淋(草莓圣代)",2
78,"冰淇淋(草莓圣代)",1
108,"冰淇淋(草莓圣代)",5
150,"冰淇淋(草莓圣代)",5
11,"冰淇淋(草莓圣代)",4
164,"冰淇淋(草莓圣代)",1
206,"冰淇淋(草莓圣代)",2
275,"冰淇淋(草莓圣代)",2
52,"冰淇淋(草莓圣代)",2
295,"冰淇淋(草莓圣代)",2
178,"冰淇淋(草莓圣代)",2
155,"冰淇淋(草莓圣代)",4
46,"冰淇淋(草莓圣代)",1
266,"冰淇淋(草莓圣代)",3
137,"冰淇淋(草莓圣代)",0
94,"冰淇淋(草莓圣代)",2
138,"冰淇淋(草莓圣代)",0
24,"冰淇淋(草莓圣代)",2
239,"冰淇淋(草莓圣代)",3
42,"冰淇淋(草莓圣代)",4
38,"冰淇淋(草莓圣代)",1
106,"冰淇淋(草莓圣代)",4
47,"冰淇淋(草莓圣代)",2
293,"水果味软糖",5
123,"水果味软糖",3
281,"水果味软糖",2
117,"水果味软糖",4
57,"水果味软糖",5
296,"水果味软糖",3
139,"水果味软糖",4
72,"水果味软糖",2
101,"水果味软糖",1
121,"水果味软糖",4
54,"水果味软糖",5
171,"水果味软糖",2
96,"水果味软糖",2
168,"水果味软糖",4
246,"水果味软糖",2
178,"水果味软糖",1
123,"乐购 核桃仁",1
270,"乐购 核桃仁",2
43,"乐购 核桃仁",1
229,"乐购 核桃仁",1
112,"乐购 核桃仁",1
141,"乐购 核桃仁",0
145,"乐购 核桃仁",2
289,"乐购 核桃仁",1
162,"乐购 核桃仁",3
211,"乐购 核桃仁",5
22,"乐购 核桃仁",0
214,"乐购 核桃仁",5
91,"什锦糖果",1
119,"什锦糖果",4
136,"什锦糖果",4
284,"什锦糖果",4
247,"什锦糖果",4
118,"什锦糖果",1
14,"什锦糖果",2
295,"什锦糖果",1
168,"什锦糖果",3
234,"什锦糖果",5
222,"什锦糖果",3
270,"什锦糖果",3
251,"什锦糖果",3
298,"什锦糖果",3
13,"什锦糖果",0
233,"炸洋葱圈",3
87,"炸洋葱圈",1
39,"炸洋葱圈",2
71,"炸洋葱圈",3
22,"雪米饼",0
111,"雪米饼",0
287,"雪米饼",5
247,"雪米饼",3
233,"雪米饼",5
95,"雪米饼",3
297,"雪米饼",4
83,"雪米饼",1
105,"雪米饼",2
61,"雪米饼",0
290,"雪米饼",2
106,"雪米饼",2
122,"雪米饼",2
30,"雪米饼",4
114,"雪米饼",5
118,"雪米饼",3
187,"雪米饼",0
51,"雪米饼",0
265,"雪米饼",3
280,"雪米饼",3
184,"雪米饼",5
166,"雪米饼",0
43,"雪米饼",0
146,"雪米饼",3
222,"雪米饼",1
191,"雪米饼",5
6,"蜜麻花",5
106,"蜜麻花",5
222,"蜜麻花",5
234,"蜜麻花",5
174,"蜜麻花",5
117,"蜜麻花",3
81,"蜜麻花",0
233,"蜜麻花",2
140,"蜜麻花",3
291,"蜜麻花",2
161,"蜜麻花",0
172,"蜜麻花",2
295,"蜜麻花",5
251,"费列罗 牛奶巧克力",3
99,"费列罗 牛奶巧克力",4
86,"费列罗 牛奶巧克力",0
220,"费列罗 牛奶巧克力",5
175,"费列罗 牛奶巧克力",2
43,"费列罗 牛奶巧克力",5
131,"费列罗 牛奶巧克力",5
171,"费列罗 牛奶巧克力",2
38,"费列罗 牛奶巧克力",1
97,"费列罗 牛奶巧克力",3
255,"费列罗 牛奶巧克力",4
178,"费列罗 牛奶巧克力",4
10,"费列罗 牛奶巧克力",5
28,"费列罗 牛奶巧克力",0
4,"费列罗 牛奶巧克力",0
60,"费列罗 牛奶巧克力",3
37,"费列罗 牛奶巧克力",2
63,"费列罗 牛奶巧克力",5
130,"费列罗 牛奶巧克力",3
42,"费列罗 牛奶巧克力",2
11,"费列罗 牛奶巧克力",5
253,"费列罗 牛奶巧克力",0
153,"费列罗 牛奶巧克力",5
222,"费列罗 牛奶巧克力",1
292,"费列罗 牛奶巧克力",0
5,"费列罗 牛奶巧克力",4
276,"费列罗 牛奶巧克力",4
172,"费列罗 牛奶巧克力",1
231,"费列罗 牛奶巧克力",2
191,"费列罗 牛奶巧克力",1
193,"费列罗 牛奶巧克力",1
84,"山楂球",4
190,"山楂球",3
254,"德芙 榛仁巧克力",2
215,"德芙 榛仁巧克力",0
46,"德芙 榛仁巧克力",4
4,"德芙 榛仁巧克力",5
110,"德芙 榛仁巧克力",1
27,"德芙 榛仁巧克力",5
191,"德芙 榛仁巧克力",3
54,"德芙 榛仁巧克力",1
192,"德芙 榛仁巧克力",2
15,"德芙 榛仁巧克力",2
104,"德芙 榛仁巧克力",4
56,"德芙 榛仁巧克力",0
119,"德芙 榛仁巧克力",2
194,"德芙 榛仁巧克力",1
170,"德芙 榛仁巧克力",0
60,"德芙 榛仁巧克力",2
91,"德芙 榛仁巧克力",0
172,"德芙 榛仁巧克力",2
216,"德芙 榛仁巧克力",1
147,"德芙 榛仁巧克力",0
3,"德芙 榛仁巧克力",5
168,"德芙 榛仁巧克力",2
62,"德芙 榛仁巧克力",0
176,"德芙 榛仁巧克力",0
250,"德芙 榛仁巧克力",2
83,"德芙 榛仁巧克力",0
84,"德芙 榛仁巧克力",1
247,"德芙 榛仁巧克力",1
96,"德芙 榛仁巧克力",1
35,"德芙 榛仁巧克力",3
157,"德芙 榛仁巧克力",4
14,"德芙 榛仁巧克力",1
230,"德芙 榛仁巧克力",1
226,"德芙 榛仁巧克力",5
157,"凤梨酥",5
194,"凤梨酥",3
197,"凤梨酥",1
267,"凤梨酥",0
163,"凤梨酥",1
219,"凤梨酥",0
37,"品客 薯片(原味)",5
36,"品客 薯片(原味)",4
178,"品客 薯片(原味)",2
175,"品客 薯片(原味)",3
262,"品客 薯片(原味)",4
269,"品客 薯片(原味)",2
273,"品客 薯片(原味)",4
20,"品客 薯片(原味)",0
51,"品客 薯片(原味)",4
81,"品客 薯片(原味)",2
184,"品客 薯片(原味)",3
255,"品客 薯片(原味)",4
297,"品客 薯片(原味)",4
11,"品客 薯片(原味)",5
143,"品客 薯片(原味)",4
4,"品客 薯片(原味)",2
50,"品客 薯片(原味)",2
9,"品客 薯片(原味)",5
234,"品客 薯片(原味)",0
118,"品客 薯片(原味)",1
23,"品客 薯片(原味)",5
265,"品客 薯片(原味)",3
242,"品客 薯片(原味)",5
226,"品客 薯片(原味)",0
187,"品客 薯片(原味)",4
241,"品客 薯片(原味)",0
249,"品客 薯片(原味)",5
287,"品客 薯片(原味)",1
71,"品客 薯片(原味)",1
152,"品客 薯片(原味)",5
105,"品客 薯片(原味)",0
120,"品客 薯片(原味)",5
83,"品客 薯片(原味)",2
288,"品客 薯片(原味)",2
41,"品客 薯片(原味)",1
145,"品客 薯片(原味)",4
196,"品客 薯片(原味)",2
42,"品客 薯片(原味)",5
282,"品客 薯片(原味)",2
92,"品客 薯片(原味)",4
245,"品客 薯片(原味)",3
209,"品客 薯片(原味)",4
258,"品客 薯片(原味)",5
186,"品客 薯片(原味)",1
138,"品客 薯片(原味)",3
216,"品客 薯片(原味)",3
166,"品客 薯片(原味)",4
6,"品客 薯片(原味)",5
29,"品客 薯片(原味)",2
253,"月饼(奶油连芸)",1
189,"月饼(奶油连芸)",2
2,"月饼(奶油连芸)",0
123,"月饼(奶油连芸)",1
225,"月饼(奶油连芸)",3
197,"月饼(奶油连芸)",3
150,"月饼(奶油连芸)",2
42,"月饼(奶油连芸)",3
87,"月饼(奶油连芸)",0
185,"月饼(奶油连芸)",0
193,"月饼(奶油连芸)",3
50,"月饼(奶油连芸)",1
25,"月饼(奶油连芸)",0
9,"月饼(奶油连芸)",3
251,"月饼(奶油连芸)",5
93,"月饼(奶油连芸)",2
120,"月饼(奶油连芸)",0
96,"月饼(奶油连芸)",4
245,"月饼(奶油连芸)",1
272,"月饼(奶油连芸)",0
291,"锄禾 黑芝麻核桃粉",2
28,"锄禾 黑芝麻核桃粉",0
211,"锄禾 黑芝麻核桃粉",0
16,"锄禾 黑芝麻核桃粉",1
105,"锄禾 黑芝麻核桃粉",1
298,"锄禾 黑芝麻核桃粉",0
210,"锄禾 黑芝麻核桃粉",1
238,"锄禾 黑芝麻核桃粉",1
169,"锄禾 黑芝麻核桃粉",1
274,"锄禾 黑芝麻核桃粉",4
116,"锄禾 黑芝麻核桃粉",5
69,"锄禾 黑芝麻核桃粉",3
252,"锄禾 黑芝麻核桃粉",5
102,"锄禾 黑芝麻核桃粉",2
160,"锄禾 黑芝麻核桃粉",4
4,"锄禾 黑芝麻核桃粉",0
276,"锄禾 黑芝麻核桃粉",2
87,"锄禾 黑芝麻核桃粉",3
190,"锄禾 黑芝麻核桃粉",0
170,"锄禾 黑芝麻核桃粉",4
23,"锄禾 黑芝麻核桃粉",4
130,"锄禾 黑芝麻核桃粉",0
286,"锄禾 黑芝麻核桃粉",1
174,"锄禾 黑芝麻核桃粉",1
70,"卫龙 辣条",2
19,"卫龙 辣条",5
128,"卫龙 辣条",2
293,"卫龙 辣条",5
131,"卫龙 辣条",3
203,"卫龙 辣条",1
143,"卫龙 辣条",2
210,"卫龙 辣条",3
288,"卫龙 辣条",0
208,"卫龙 辣条",5
200,"卫龙 辣条",5
69,"卫龙 辣条",1
259,"卫龙 辣条",0
176,"卫龙 辣条",4
111,"卫龙 辣条",3
164,"卫龙 辣条",1
71,"卫龙 辣条",2
224,"卫龙 辣条",5
33,"卫龙 辣条",3
172,"卫龙 辣条",4
150,"卫龙 辣条",4
60,"卫龙 辣条",0
73,"卫龙 辣条",5
260,"卫龙 辣条",2
112,"卫龙 辣条",2
38,"卫龙 辣条",0
269,"卫龙 辣条",4
86,"卫龙 辣条",3
168,"卫龙 辣条",1
230,"卫龙 辣条",1
223,"卫龙 辣条",5
165,"卫龙 辣条",0
211,"卫龙 辣条",5
287,"卫龙 辣条",4
154,"卫龙 辣条",3
270,"卫龙 辣条",2
181,"卫龙 辣条",4
18,"卫龙 辣条",5
227,"卫龙 辣条",0
47,"卫龙 辣条",0
43,"卫龙 辣条",2
138,"卫龙 辣条",3
125,"卫龙 辣条",3
267,"卫龙 辣条",3
101,"卫龙 辣条",2
109,"乐购 山楂片",3
20,"乐购 山楂片",5
235,"乐购 山楂片",4
165,"乐购 山楂片",2
211,"乐购 山楂片",2
192,"乐购 山楂片",4
94,"乐购 山楂片",0
84,"乐购 山楂片",4
56,"乐购 山楂片",4
299,"乐购 山楂片",3
67,"乐购 山楂片",3
185,"乐购 山楂片",4
117,"乐购 山楂片",0
52,"乐购 山楂片",3
189,"乐购 山楂片",2
221,"乐购 山楂片",2
289,"乐购 山楂片",3
243,"乐购 山楂片",4
207,"乐购 山楂片",5
206,"乐购 山楂片",1
156,"乐购 山楂片",5
118,"乐购 山楂片",4
9,"乐购 山楂片",5
116,"乐购 山楂片",4
114,"乐购 山楂片",5
134,"乐购 山楂片",0
91,"乐购 山楂片",2
183,"诺梵 100％黑巧克力",5
60,"诺梵 100％黑巧克力",2
139,"诺梵 100％黑巧克力",2
91,"诺梵 100％黑巧克力",5
116,"诺梵 100％黑巧克力",1
78,"诺梵 100％黑巧克力",5
4,"诺梵 100％黑巧克力",5
130,"诺梵 100％黑巧克力",1
154,"诺梵 100％黑巧克力",3
112,"诺梵 100％黑巧克力",0
182,"诺梵 100％黑巧克力",0
47,"诺梵 100％黑巧克力",5
129,"诺梵 100％黑巧克力",1
218,"诺梵 100％黑巧克力",0
121,"诺梵 100％黑巧克力",3
24,"诺梵 100％黑巧克力",4
132,"诺梵 100％黑巧克力",0
40,"诺梵 100％黑巧克力",1
98,"诺梵 100％黑巧克力",3
233,"诺梵 100％黑巧克力",0
168,"诺梵 100％黑巧克力",5
193,"诺梵 100％黑巧克力",3
190,"诺梵 100％黑巧克力",2
169,"诺梵 100％黑巧克力",5
249,"诺梵 100％黑巧克力",3
299,"诺梵 100％黑巧克力",2
36,"诺梵 100％黑巧克力",0
201,"枸杞",1
88,"枸杞",4
188,"枸杞",4
296,"枸杞",5
45,"枸杞",4
251,"枸杞",0
232,"枸杞",4
97,"枸杞",4
69,"枸杞",5
279,"枸杞",3
263,"枸杞",0
217,"枸杞",1
210,"枸杞",0
205,"枸杞",5
239,"枸杞",1
19,"枸杞",4
1,"枸杞",3
43,"枸杞",1
253,"燕窝",2
24,"燕窝",5
214,"燕窝",1
216,"燕窝",0
57,"燕窝",0
276,"燕窝",2
79,"燕窝",0
211,"燕窝",1
112,"燕窝",2
16,"燕窝",0
191,"燕窝",3
8,"燕窝",4
31,"燕窝",5
184,"燕窝",3
43,"燕窝",0
238,"燕窝",2
138,"燕窝",5
236,"燕窝",4
121,"燕窝",2
162,"燕窝",3
231,"燕窝",0
182,"燕窝",0
235,"燕窝",2
129,"燕窝",0
71,"燕窝",0
185,"燕窝",3
156,"燕窝",4
294,"阿胶",3
14,"阿胶",1
196,"阿胶",5
56,"阿胶",2
58,"阿胶",5
103,"阿胶",4
212,"阿胶",3
298,"阿胶",0
283,"阿胶",3
177,"阿胶",3
215,"阿胶",5
69,"阿胶",4
278,"阿胶",2
227,"阿胶",5
76,"阿胶",0
154,"阿胶",2
261,"阿胶",4
34,"阿胶",5
151,"阿胶",4
168,"阿胶",5
29,"阿胶",4
18,"阿胶",3
22,"阿胶",0
133,"阿胶",3
213,"阿胶",0
89,"阿胶",4
108,"阿胶",3
257,"阿胶",0
193,"阿胶",3
228,"阿胶",0
192,"简爱 简爱 酸奶滑滑",2
177,"简爱 简爱 酸奶滑滑",5
228,"简爱 简爱 酸奶滑滑",5
154,"简爱 简爱 酸奶滑滑",2
83,"简爱 简爱 酸奶滑滑",2
166,"简爱 简爱 酸奶滑滑",1
201,"简爱 简爱 酸奶滑滑",2
205,"简爱 简爱 酸奶滑滑",2
62,"简爱 简爱 酸奶滑滑",1
58,"简爱 简爱 酸奶滑滑",5
107,"简爱 简爱 酸奶滑滑",1
138,"简爱 简爱 酸奶滑滑",4
225,"简爱 简爱 酸奶滑滑",3
171,"简爱 简爱 酸奶滑滑",3
99,"简爱 简爱 酸奶滑滑",2
